4, 2068, 2234, 2068;
$7, 1172,  8ÊbŠŠº’bÂ’ÊÚj
$7, 1165,  833, 1165,  833;
$8, 2919, 3977, 3976,  275;
$9,  257,  596,  102,32201;
$1,  834, 1166, 2093,  497;
$2, 2053, 2012, 1978,  174;
$3,64644,50024,64644,50024;
$4,22399,60031,58112,  174;
$5,65535,    1,53188,    0;
$6, 2234, 2067, 2234, 2067;
$7, 1174,  834, 1174,  834;
$8, 2934, 3976, 3976,  275;
$9,  256,  595,  102,32201;
$1,  834, 1167, 2138,  499;
$2, 2057, 2008, 1972,  175;
$3,64644,50024,64644,50024;
$4,22399,60287,59904,  175;
$5,65535,    1,53188,    0;
$6, 2234, 2067, 2234, 2067;
$7, 1168,  832, 1168,  832;
$8, 2928, 3976, 3976,  276;
$9,  246,  602,  102,32201;
$1,  834, 1167, 2091,  498;
$2, 2059, 2008, 1976,  175;
$3,64644,50024,64644,50024;
$4,23167,60287,57856,  175;
$5,65535,    1,53188,    0;
$6, 2234, 2067, 2234, 2067;
$7, 1174,  833, 1174,  833;
$8, 2930, 3976, 3976,  275;
$9,  256,  596,  102,32201;
$1,  834, 1167, 2097,  488;
$2, 2060, 2009, 1978,  174;
$3,64644,50024,64644,50024;
$4,23167,60031,59392,  174;
$5,65535,    1,53188,    0;
$6, 2235, 2067, 2235, 2067;
$7, 1168,  832, 1168,  832;
$8, 2922, 3976, 3976,  276;
$9,  255,  592,  102,32201;
$1,  834, 1166, 2094,  498;
$2, 2057, 2011, 1968,  175;
$3,64644,50024,64644,50024;
$4,23423,60287,59136,  175;
$5,65535,    1,53188,    0;
$6, 2234, 2067, 2234, 2067;
$7, 1169,  834, 1169,  834;
$8, 2919, 3976, 3976,  275;
$9,  253,  591,  102,32201;
$1,  834, 1166, 2098,  497;
$2, 2049, 2008, 1976,  175;
$3,64644,50024,64644,50024;
$4,22399,60287,59904,  175;
$5,65535,    1,53188,    0;
$6, 2234, 2067, 2234, 2067;
$7, 1177,  828, 1177,  828;
$8, 2918, 3976, 3975,  275;
$9,  256,  586,  102,32201;
$1,  834, 1166, 2105,  497;
$2, 2048, 2008, 1973,  174;
$3,64644,50024,64644,50024;
$4,22911,60543,58112,  174;
$5,65535,    1,53188,    0;
$6, 2234, 2067, 2234, 2067;
$7, 1169,  829, 1169,  829;
$8, 2918, 3976, 3976,  276;
$9,  256,  602,  102,32201;
$1,  834, 1166, 2185,  406;
$2, 2059, 2010, 1980,  175;
$3,64644,50024,64644,50024;
$4,22399,60287,59136,  175;
$5,65535,    1,53188,    0;
$6, 2234, 2067, 2234, 2067;
$7, 1176,  828, 1176,  828;
$8, 2919, 3975, 3976,  276;
$9,  258,  588,  102,32201;
$1,  834, 1166, 2096,  500;
$2, 2053, 2008, 1977,  173;
$3,64644,50024,64644,50024;
$4,23167,60799,59392,  173;
$5,65535,    1,53188,    0;
$6, 2234, 2068, 2234, 2068;
$7, 1176,  833, 1176,  833;
$8, 2923, 3977, 3976,  276;
$9,  257,  593,  102,32201;
$1,  834, 1166, 2109,  495;
$2, 2048, 2009, 1974,  174;
$3,64644,50024,64644,50024;
$4,22399,60287,58112,  174;
$5,65535,    1,53188,    0;
$6, 2234, 2067, 2234, 2067;
$7, 1174,  834, 1174,  834;
$8, 2934, 3976, 3976,  275;
$9,  256,  587,  102,32201;
$1,  833, 1166, 2111,  498;
$2, 2061, 2011, 1981,  175;
$3,64644,50024,64644,50024;
$4,23423,60287,58112,  175;
$5,65535,    1,53188,    0;
$6, 2234, 2067, 2234, 2067;
$7, 1172,  826, 1172,  826;
$8, 2924, 3975, 3976,  276;
$9,  248,  587,  102,32201;
$1,  833, 1165, 2095,  493;
$2, 2065, 2007, 1975,  175;
$3,64644,50024,64644,50024;
$4,23167,60031,58624,  175;
$5,65535,    1,53188,    0;
$6, 2234, 2066, 2234, 2066;
$7, 1176,  828, 1176,  828;
$8, 2918, 3976, 3976,  276;
$9,  256,  585,  102,32201;
$1,  834, 1166, 2084,  497;
$2, 2053, 2011, 1971,  177;
$3,64644,50024,64644,50024;
$4,23423,60031,58880,  177;
$5,65535,    1,53188,    0;
$6, 2234, 2067, 2234, 2067;
$7, 1168,  831, 1168,  831;
$8, 2917, 3975, 3975,  275;
$9,  256,  591,  102,32201;
$1,  835, 1166, 2106,  498;
$2, 2059, 2008, 1977,  173;
$3,64644,50024,64644,50024;
$4,23167,60799,58368,  173;
$5,65535,    1,53188,    0;
$6, 2234, 2067, 2234, 2067;
$7, 1174,  832, 1174,  832;
$8, 2931, 3976, 3975,  275;
$9,  258,  593,  102,32201;
$1,  834, 1167, 2181,  494;
$2, 2057, 2008, 1979,  176;
$3,64644,50024,64644,50024;
$4,21887,60287,57856,  176;
$5,65535,    1,53188,    0;
$6, 2235, 2067, 2235, 2067;
$7, 1177,  832, 1177,  832;
$8, 2923, 3976, 3976,  275;
$9,  257,  596,  102,32201;
$1,  834, 1167, 2106,  498;
$2, 2060, 2009, 1976,  175;
$3,64644,50024,64644,50024;
$4,22399,59775,57856,  175;
$5,65535,    1,53188,    0;
$6, 2235, 2067, 2235, 2067;
$7, 1176,  834, 1176,  834;
$8, 2924, 3976, 3975,  275;
$9,  248,  594,  102,32201;
$1,  834, 1166, 2094,  496;
$2, 2061, 2005, 1973,  175;
$3,64644,50024,64644,50024;
$4,22399,60287,58368,  175;
$5,65535,    1,53188,    0;
$6, 2234, 2068, 2234, 2068;
$7, 1176,  832, 1176,  832;
$8, 2928, 3975, 3976,  275;
$9,  247,  593,  102,32201;
$1,  833, 1167, 2076,  498;
$2, 2058, 2006, 1974,  176;
$3,64644,50024,64644,50024;
$4,22399,59775,58624,  176;
$5,65535,    1,53188,    0;
$6, 2234, 2067, 2234, 2067;
$7, 1169,  833, 1169,  833;
$8, 2919, 3977, 3976,  275;
$9,  254,  599,  102,32201;
$1,  834, 1167, 2206,  414;
$2, 2059, 2007, 1979,  174;
$3,64644,50024,64644,50024;
$4,22143,60799,59136,  174;
$5,65535,    1,53188,    0;
$6, 2234, 2067, 2234, 2067;
$7, 1174,  827, 1174,  827;
$8, 2927, 3976, 3976,  275;
$9,  257,  597,  102,32201;
$1,  834, 1165, 2109,  500;
$2, 2058, 2008, 1970,  176;
$3,64644,50024,64644,50024;
$4,22399,60543,59136,  176;
$5,65535,    1,53188,    0;
$6, 2234, 2067, 2234, 2067;
$7, 1168,  832, 1168,  832;
$8, 2928, 3976, 3976,  276;
$9,  246,  596,  102,32201;
$1,  834, 1165, 2105,  501;
$2, 2055, 2008, 1971,  175;
$3,64644,50024,64644,50024;
$4,22399,59775,58880,  175;
$5,65535,    1,53188,    0;
$6, 2234, 2067, 2234, 2067;
$7, 1174,  833, 1174,  833;
$8, 2930, 3976, 3975,  275;
$9,  256,  600,  102,32201;
$1,  834, 1165, 2114,  496;
$2, 2052, 2009, 1983,  173;
$3,64644,50024,64644,50024;
$4,22911,60543,59648,  173;
$5,65535,    1,53188,    0;
$6, 2235, 2067, 2235, 2067;
$7, 1172,  832, 1172,  832;
$8, 2923, 3976, 3976,  276;
$9,  257,  590,  102,32201;
$1,  834, 1166, 2075,  501;
$2, 2061, 2009, 1974,  174;
$3,64644,50024,64644,50024;
$4,23167,60031,59136,  174;
$5,65535,    1,53188,    0;
$6, 2235, 2068, 2235, 2068;
$7, 1176,  833, 1176,  833;
$8, 2919, 3976, 3977,  275;
$9,  258,  599,  102,32201;
$1,  835, 1166, 2091,  500;
$2, 2055, 2009, 1975,  175;
$3,64644,50024,64644,50024;
$4,22911,60031,58624,  175;
$5,65535,    1,53188,    0;
$6, 2235, 2067, 2235, 2067;
$7, 1166,  832, 1166,  832;
$8, 2931, 3976, 3977,  275;
$9,  256,  597,  102,32201;
$1,  834, 1166, 2094,  496;
$2, 2052, 2008, 1979,  174;
$3,64644,50024,64644,50024;
$4,22399,59263,59904,  174;
$5,65535,    1,53188,    0;
$6, 2234, 2067, 2234, 2067;
$7, 1174,  832, 1174,  832;
$8, 2929, 3976, 3976,  275;
$9,  256,  589,  102,32201;
$1,  834, 1166, 2171,  492;
$2, 2058, 2009, 1980,  174;
$3,64644,50024,64644,50024;
$4,22399,60287,58624,  174;
$5,65535,    1,53188,    0;
$6, 2234, 2067, 2234, 2067;
$7, 1168,  831, 1168,  831;
$8, 2917, 3976, 3976,  275;
$9,  256,  593,  102,32201;
$1,  834, 1166, 2089,  500;
$2, 2060, 2008, 1977,  175;
$3,64644,50024,64644,50024;
$4,23167,59263,59392,  175;
$5,65535,    1,53188,    0;
$6, 2234, 2067, 2234, 2067;
$7, 1174,  828, 1174,  828;
$8, 2934, 3976, 3975,  275;
$9,  256,  590,  102,32201;
$1,  834, 1166, 2092,  499;
$2, 2053, 2003, 1982,  175;
$3,64644,50024,64644,50024;
$4,22911,59519,63232,  175;
$5,65535,    1,53188,    0;
$6, 2235, 2067, 2235, 2067;
$7, 1168,  833, 1168,  833;
$8, 2928, 3976, 3976,  275;
$9,  246,  598,  102,32201;
$1,  834, 1166, 2073,  498;
$2, 2050, 2005, 1972,  174;
$3,64644,50024,64644,50024;
$4,22399,60287,58624,  174;
$5,65535,    1,53188,    0;
$6, 2234, 2067, 2234, 2067;
$7, 1174,  830, 1174,  830;
$8, 2931, 3976, 3976,  275;
$9,  257,  591,  102,32201;
$1,  833, 1166, 2198,  410;
$2, 2056, 2013, 1979,  174;
$3,64644,50024,64644,50024;
$4,23167,60031,59136,  174;
$5,65535,    1,53188,    0;
$6, 2234, 2068, 2234, 2068;
$7, 1169,  833, 1169,  833;
$8, 2919, 3976, 3976,  276;
$9,  258,  597,  102,32201;
$1,  834, 1166, 2115,  494;
$2, 2059, 2008, 1977,  175;
$3,64644,50024,64644,50024;
$4,22911,60287,58624,  175;
$5,65535,    1,53188,    0;
$6, 2235, 2067, 2235, 2067;
$7, 1177,  833, 1177,  833;
$8, 2919, 3976, 3975,  275;
$9,  258,  602,  102,32201;
$1,  833, 1166, 2079,  501;
$2, 2056, 2008, 1981,  176;
$3,64644,50024,64644,50024;
$4,22911,60543,58368,  176;
$5,65535,    1,53188,    0;
$6, 2234, 2067, 2234, 2067;
$7, 1167,  834, 1167,  834;
$8, 2926, 3975, 3976,  276;
$9,  254,  598,  102,32201;
$1,  834, 1166, 2115,  497;
$2, 2054, 2008, 1972,  175;
$3,64644,50024,64644,50024;
$4,23679,60799,59904,  175;
$5,65535,    1,53188,    0;
$6, 2235, 2067, 2235, 2067;
$7, 1169,  833, 1169,  833;
$8, 2919, 3976, 3976,  275;
$9,  258,  596,  102,32201;
$1,  834, 1166, 2100,  501;
$2, 2060, 2008, 1981,  172;
$3,64644,50024,64644,50024;
$4,23167,59519,59136,  172;
$5,65535,    1,53188,    0;
$6, 2235, 2067, 2235, 2067;
$7, 1174,  835, 1174,  835;
$8, 2927, 3975, 3976,  276;
$9,  258,  594,  102,32201;
$1,  834, 1166, 2109,  494;
$2, 2052, 2010, 1978,  176;
$3,64644,50024,64644,50024;
$4,22143,60543,58368,  176;
$5,65535,    1,53188,    0;
$6, 2234, 2067, 2234, 2067;
$7, 1166,  834, 1166,  834;
$8, 2928, 3976, 3976,  275;
$9,  246,  593,  102,32201;
$1,  835, 1166, 2117,  497;
$2, 2047, 2005, 1974,  175;
$3,64644,50024,64644,50024;
$4,23423,60799,58624,  175;
$5,65535,    1,53188,    0;
$6, 2234, 2068, 2234, 2068;
$7, 1172,  835, 1172,  835;
$8, 2919, 3976, 3975,  275;
$9,  257,  598,  102,32201;
$1,  834, 1166, 2134,  492;
$2, 2058, 2010, 1978,  176;
$3,64644,50024,64644,50024;
$4,22655,60799,59136,  176;
$5,65535,    1,53188,    0;
$6, 2234, 2067, 2234, 2067;
$7, 1170,  833, 1170,  833;
$8, 2930, 3976, 3975,  276;
$9,  256,  589,  102,32201;
$1,  834, 1166, 2107,  498;
$2, 2058, 2013, 1976,  176;
$3,64644,50024,64644,50024;
$4,22911,60287,58880,  176;
$5,65535,    1,53188,    0;
$6, 2235, 2067, 2235, 2067;
$7, 1175,  831, 1175,  831;
$8, 2919, 3977, 3975,  276;
$9,  258,  597,  102,32201;
$1,  834, 1166, 2106,  501;
$2, 2061, 2009, 1976,  174;
$3,64644,50024,64644,50024;
$4,22399,60031,58880,  174;
$5,65535,    1,53188,    0;
$6, 2234, 2066, 2234, 2066;
$7, 1173,  829, 1173,  829;
$8, 2919, 3976, 3976,  276;
$9,  256,  594,  102,32201;
$1,  833, 1166, 2100,  497;
$2, 2052, 2008, 1981,  176;
$3,64644,50024,64644,50024;
$4,22911,60287,58112,  176;
$5,65535,    1,53188,    0;
$6, 2234, 2067, 2234, 2067;
$7, 1166,  833, 1166,  833;
$8, 2923, 3976, 3976,  276;
$9,  255,  592,  102,32201;
$1,  834, 1166, 2198,  410;
$2, 2063, 2007, 1976,  178;
$3,64644,50024,64644,50024;
$4,22911,59263,59136,  178;
$5,65535,    1,53188,    0;
$6, 2234, 2068, 2234, 2068;
$7, 1174,  828, 1174,  828;
$8, 2934, 3977, 3975,  275;
$9,  256,  587,  102,32201;
$1,  833, 1165, 2109,  495;
$2, 2059, 2009, 1979,  174;
$3,64644,50024,64644,50024;
$4,22399,60799,60160,  174;
$5,65535,    1,53188,    0;
$6, 2234, 2067, 2234, 2067;
$7, 1168,  833, 1168,  833;
$8, 2919, 3976, 3976,  276;
$9,  251,  592,  102,32201;
$1,  834, 1166, 2108,  494;
$2, 2055, 2007, 1979,  175;
$3,64644,50024,64644,50024;
$4,21887,60799,57856,  175;
$5,65535,    1,53188,    0;
$6, 2234, 2067, 2234, 2067;
$7, 1176,  828, 1176,  828;
$8, 2918, 3976, 3976,  275;
$9,  256,  595,  102,32201;
$1,  834, 1165, 2107,  496;
$2, 2057, 2008, 1980,  174;
$3,64644,50024,64644,50024;
$4,22399,60543,59648,  174;
$5,65535,    1,53188,    0;
$6, 2235, 2067, 2235, 2067;
$7, 1174,  832, 1174,  832;
$8, 2931, 3975, 3976,  276;
$9,  257,  588,  102,32201;
$1,  835, 1166, 2089,  496;
$2, 2051, 2007, 1976,  177;
$3,64644,50024,64644,50024;
$4,23167,60287,57600,  177;
$5,65535,    1,53188,    0;
$6, 2235, 2067, 2235, 2067;
$7, 1177,  831, 1177,  831;
$8, 2919, 3976, 3976,  276;
$9,  257,  596,  102,32201;
$1,  834, 1166, 2108,  498;
$2, 2047, 2008, 1977,  173;
$3,64644,50024,64644,50024;
$4,22399,60543,58624,  173;
$5,65535,    1,53188,    0;
$6, 2234, 2067, 2234, 2067;
$7, 1171,  834, 1171,  834;
$8, 2919, 3976, 3976,  275;
$9,  253,  593,  102,32201;
$1,  834, 1166, 2110,  493;
$2, 2055, 2008, 1977,  172;
$3,64644,50024,64644,50024;
$4,23679,59775,58368,  172;
$5,65535,    1,53188,    0;
$6, 2234, 2067, 2234, 2067;
$7, 1168,  830, 1168,  830;
$8, 2920, 3976, 3975,  276;
$9,  248,  595,  102,32201;
$1,  835, 1166, 2141,  490;
$2, 2066, 2008, 1977,  175;
$3,64644,50024,64644,50024;
$4,22911,59775,58880,  175;
$5,65535,    1,53188,    0;
$6, 2234, 2067, 2234, 2067;
$7, 1174,  827, 1174,  827;
$8, 2927, 3977, 3975,  275;
$9,  257,  602,  102,32201;
$1,  834, 1166, 2093,  494;
$2, 2047, 2008, 1974,  174;
$3,64644,50024,64644,50024;
$4,23167,60287,58112,  174;
$5,65535,    1,53188,    0;
$6, 2234, 2067, 2234, 2067;
$7, 1168,  835, 1168,  835;
$8, 2919, 3976, 3976,  275;
$9,  258,  593,  102,32201;
$1,  834, 1168, 2087,  496;
$2, 2049, 2008, 1975,  177;
$3,64644,50024,64644,50024;
$4,22911,60799,58368,  177;
$5,65535,    1,53188,    0;
$6, 2234, 2068, 2234, 2068;
$7, 1171,  828, 1171,  828;
$8, 2918, 3976, 3975,  276;
$9,  256,  589,  102,32201;
$1,  834, 1166, 2126,  494;
$2, 2053, 2007, 1972,  173;
$3,64644,50024,64644,50024;
$4,22911,60287,58624,  173;
$5,65535,    1,53188,    0;
$6, 2235, 2067, 2235, 2067;
$7, 1170,  832, 1170,  832;
$8, 2931, 3975, 3976,  275;
$9,  250,  586,  102,32201;
$1,  835, 1167, 2184,  412;
$2, 2053, 2007, 1976,  174;
$3,64644,50024,64644,50024;
$4,22911,60031,59136,  174;
$5,65535,    1,53188,    0;
$6, 2235, 2067, 2235, 2067;
$7, 1176,  834, 1176,  834;
$8, 2924, 3976, 3976,  275;
$9,  248,  595,  102,32201;
$1,  834, 1166, 2120,  497;
$2, 2046, 2007, 1972,  175;
$3,64644,50024,64644,50024;
$4,22911,60287,34048,  175;
$5,65535,    1,53188,    0;
$6, 2234, 2067, 2234, 2067;
$7, 1177,  832, 1177,  832;
$8, 2923, 3976, 3976,  276;
$9,  258,  596,  102,32201;
$1,  834, 1165, 2097,  494;
$2, 2057, 2008, 1974,  175;
$3,64644,50024,64644,50024;
$4,55679,60031,58624,  175;
$5,65535,    1,53188,    0;
$6, 2234, 2067, 2234, 2067;
$7, 1168,  832, 1168,  832;
$8, 2922, 3975, 3976,  276;
$9,  252,  597,  102,32201;
$1,  833, 1166, 2119,  492;
$2, 2066, 2009, 1979,  177;
$3,64644,50024,64644,50024;
$4,22399,60287,58112,  177;
$5,65535,    1,53188,    0;
$6, 2235, 2066, 2235, 2066;
$7, 1169,  833, 1169,  833;
$8, 2918, 3976, 3976,  275;
$9,  256,  594,  102,32201;
$1,  835, 1166, 2086,  495;
$2, 2052, 2009, 1973,  174;
$3,64644,50024,64644,50024;
$4,22399,59775,59136,  174;
$5,65535,    1,53188,    0;
$6, 2235, 2067, 2235, 2067;
$7, 1176,  834, 1176,  834;
$8, 2924, 3976, 3976,  275;
$9,  248,  591,  102,32201;
$1,  833, 1168, 2094,  500;
$2, 2048, 2010, 1973,  172;
$3,64644,50024,64644,50024;
$4,22399,60543,58112,  172;
$5,65535,    1,53188,    0;
$6, 2234, 2067, 2234, 2067;
$7, 1171,  832, 1171,  832;
$8, 2928, 3976, 3976,  275;
$9,  247,  590,  102,32201;
$1,  834, 1166, 2107,  495;
$2, 2055, 2004, 1970,  175;
$3,64644,50024,64644,50024;
$4,22399,59775,58624,  175;
$5,65535,    1,53188,    0;
$6, 2235, 2067, 2235, 2067;
$7, 1172,  834, 1172,  834;
$8, 2924, 3976, 3976,  275;
$9,  248,  586,  102,32201;
$1,  834, 1166, 2132,  486;
$2, 2051, 2008, 1977,  173;
$3,64644,50024,64644,50024;
$4,23423,59775,58880,  173;
$5,65535,    1,53188,    0;
$6, 2235, 2067, 2235, 2067;
$7, 1177,  833, 1177,  833;
$8, 2919, 3977, 3975,  275;
$9,  257,  593,  102,32201;
$1,  834, 1166, 2106,  494;
$2, 2053, 2010, 1979,  174;
$3,64644,50024,64644,50024;
$4,23167,60287,59136,  174;
$5,65535,    1,53188,    0;
$6, 2234, 2068, 2234, 2068;
$7, 1176,  832, 1176,  832;
$8, 2923, 3976, 3977,  276;
$9,  258,  593,  102,32201;
$1,  833, 1166, 2081,  495;
$2, 2051, 2010, 1977,  175;
$3,64644,50024,64644,50024;
$4,22399,60031,59136,  175;
$5,65535,    1,53188,    0;
$6, 2234, 2067, 2234, 2067;
$7, 1168,  832, 1168,  832;
